trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,12,0.0-0.0,voc_e2,12148,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,3024,0.0-1.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,7540,0.0-2.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,4480,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,9481,0.0-3.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,11827,0.0-4.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,19585,0.0-5.0-0.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,1975.600000023842,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,28196,0.0-5.0-1.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,1868.0999999642372,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,34996,0.0-5.0-2.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,997.5,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,49838,0.0-5.0-3.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,1616,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,60667,0.0-5.0-4.0,voc_e2,12148,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2044}]",NA,1441.600000023842,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
